,city,coordinates,country,humidity,max_temp,pressure,wind_speed,cloudiness,lon,lat
366,Puerto del Rosario,"{'lon': -13.8627, 'lat': 28.5004}",ES,73,71.28,1019,5.75,100,-13.8627,28.5004
367,Nuuk,"{'lon': -51.7216, 'lat': 64.1835}",GL,63,27.21,998,12.66,0,-51.7216,64.1835
368,Lucea,"{'lon': -78.1736, 'lat': 18.451}",JM,78,84.06,1016,5.44,44,-78.1736,18.451
369,Boromo,"{'lon': -2.9333, 'lat': 11.75}",BF,70,79.5,1012,3.96,100,-2.9333,11.75
370,Laguna,"{'lon': -121.4238, 'lat': 38.421}",US,96,61.47,1003,4.0,90,-121.4238,38.421
371,Marystown,"{'lon': -55.1483, 'lat': 47.1666}",CA,100,52.86,995,8.01,100,-55.1483,47.1666
372,Balyqshy,"{'lon': 51.8667, 'lat': 47.0667}",KZ,82,51.8,1014,11.18,40,51.8667,47.0667
373,Latung,"{'lon': 120.8833, 'lat': 5.5}",PH,75,82.22,1011,4.97,25,120.8833,5.5
374,Cao Bang,"{'lon': 106.25, 'lat': 22.6667}",VN,64,71.58,1020,1.57,17,106.25,22.6667
375,Sibolga,"{'lon': 98.7792, 'lat': 1.7427}",ID,75,81.9,1013,1.79,94,98.7792,1.7427
376,Moosomin,"{'lon': -101.6677, 'lat': 50.1333}",CA,90,35.31,1019,13.49,100,-101.6677,50.1333
377,Chagoda,"{'lon': 35.3285, 'lat': 59.164}",RU,84,29.21,1025,5.08,88,35.3285,59.164
378,Naze,"{'lon': 129.4833, 'lat': 28.3667}",JP,83,65.32,1016,9.1,68,129.4833,28.3667
379,Kemalpaşa,"{'lon': 27.4173, 'lat': 38.4262}",TR,80,55.98,1022,9.15,100,27.4173,38.4262
380,Banda Aceh,"{'lon': 95.3222, 'lat': 5.5577}",ID,73,81.95,1011,4.9,100,95.3222,5.5577
381,Ansonia,"{'lon': -73.079, 'lat': 41.3462}",US,76,56.75,1021,0.0,90,-73.079,41.3462
382,Seoul,"{'lon': 126.9778, 'lat': 37.5683}",KR,67,58.44,1025,2.3,0,126.9778,37.5683
383,Tambura,"{'lon': 27.4667, 'lat': 5.6}",SS,83,70.95,1010,2.71,72,27.4667,5.6
384,Anshun,"{'lon': 105.9333, 'lat': 26.25}",CN,82,49.87,1022,4.83,99,105.9333,26.25
385,Bereket,"{'lon': 55.5154, 'lat': 39.2446}",TM,65,55.15,1016,5.57,0,55.5154,39.2446
386,Vostok,"{'lon': 135.8833, 'lat': 46.4856}",RU,45,48.54,1020,4.29,2,135.8833,46.4856
387,Härnösand,"{'lon': 17.9379, 'lat': 62.6323}",SE,89,44.01,1007,8.93,99,17.9379,62.6323
388,Boa Vista,"{'lon': -60.6733, 'lat': 2.8197}",BR,58,87.78,1011,6.91,75,-60.6733,2.8197
389,Seinäjoki,"{'lon': 22.8282, 'lat': 62.7945}",FI,87,41.58,1006,4.0,90,22.8282,62.7945
390,Nanlong,"{'lon': 106.0631, 'lat': 31.3533}",CN,68,64.11,1021,3.0,98,106.0631,31.3533
391,Løten,"{'lon': 11.3376, 'lat': 60.8171}",NO,88,47.62,1010,7.58,89,11.3376,60.8171
392,Porto-Novo,"{'lon': 2.6036, 'lat': 6.4965}",BJ,86,78.62,1011,5.55,14,2.6036,6.4965
393,Semarang,"{'lon': 110.4203, 'lat': -6.9932}",ID,70,85.93,1010,2.3,20,110.4203,-6.9932
394,Viana,"{'lon': -40.4961, 'lat': -20.3903}",BR,93,80.37,1015,2.89,82,-40.4961,-20.3903
395,Mingshui,"{'lon': 117.5, 'lat': 36.7167}",CN,47,62.4,1023,7.65,67,117.5,36.7167
396,Calama,"{'lon': -68.9333, 'lat': -22.4667}",CL,8,55.89,1027,8.05,0,-68.9333,-22.4667
397,Ban Nahin,"{'lon': 104.2122, 'lat': 18.2418}",LA,55,76.86,1016,3.29,72,104.2122,18.2418
398,Usinsk,"{'lon': 57.5281, 'lat': 65.9939}",RU,98,18.05,1006,7.07,100,57.5281,65.9939
399,Koubia,"{'lon': -11.9, 'lat': 11.5833}",GN,94,68.18,1015,2.21,100,-11.9,11.5833
400,Vera Cruz,"{'lon': -41.0333, 'lat': -12.6333}",BR,93,71.17,1016,2.3,100,-41.0333,-12.6333
401,Yankton,"{'lon': -97.3973, 'lat': 42.8711}",US,93,43.12,1014,9.22,90,-97.3973,42.8711
402,Luwuk,"{'lon': 122.7875, 'lat': -0.9516}",ID,59,87.51,1012,3.27,25,122.7875,-0.9516
403,Tiznit Province,"{'lon': -9.5, 'lat': 29.5833}",MA,64,62.69,1018,0.89,97,-9.5,29.5833
404,Salaverry,"{'lon': -78.9667, 'lat': -8.2333}",PE,87,59.38,1016,8.57,18,-78.9667,-8.2333
405,Berlevåg,"{'lon': 29.0864, 'lat': 70.8578}",NO,73,30.54,1014,9.75,40,29.0864,70.8578
406,Salinas,"{'lon': -121.6555, 'lat': 36.6777}",US,76,66.99,1005,21.85,90,-121.6555,36.6777
407,Taft,"{'lon': 54.2088, 'lat': 31.7471}",IR,30,48.15,1019,0.0,0,54.2088,31.7471
408,Saint-Augustin,"{'lon': -58.6502, 'lat': 51.226}",CA,66,41.36,1001,21.81,100,-58.6502,51.226
409,Robertsport,"{'lon': -11.3686, 'lat': 6.7533}",LR,84,77.94,1013,3.53,100,-11.3686,6.7533
410,Freeport,"{'lon': -73.5832, 'lat': 40.6576}",US,69,61.02,1021,5.99,40,-73.5832,40.6576
411,Lere,"{'lon': 8.5726, 'lat': 10.387}",NG,53,70.45,1012,2.3,91,8.5726,10.387
412,Ishigaki,"{'lon': 124.1572, 'lat': 24.3448}",JP,73,78.93,1016,16.11,75,124.1572,24.3448
413,Fairbanks,"{'lon': -147.7164, 'lat': 64.8378}",US,91,27.23,995,0.0,90,-147.7164,64.8378
414,Byron Bay,"{'lon': 153.6167, 'lat': -28.65}",AU,66,76.05,1015,6.11,57,153.6167,-28.65
415,Matamoros,"{'lon': -103.25, 'lat': 25.5333}",MX,29,84.31,1015,4.61,1,-103.25,25.5333
416,La Santisima Trinidad,"{'lon': -64.9, 'lat': -14.8333}",BO,58,69.87,1016,2.64,100,-64.9,-14.8333
417,Kimbe,"{'lon': 150.1429, 'lat': -5.5502}",PG,66,87.03,1010,4.61,38,150.1429,-5.5502
418,Hirara,"{'lon': 125.2833, 'lat': 24.8}",JP,69,79.07,1016,13.8,75,125.2833,24.8
419,Topolobampo,"{'lon': -109.05, 'lat': 25.6}",MX,69,81.05,1009,9.22,1,-109.05,25.6
420,Gamba,"{'lon': 10, 'lat': -2.65}",GA,91,76.12,1012,4.7,100,10.0,-2.65
421,Andrews,"{'lon': -102.5457, 'lat': 32.3187}",US,25,74.05,1014,4.61,1,-102.5457,32.3187
422,Coronado,"{'lon': -117.1831, 'lat': 32.6859}",US,80,68.49,1012,6.91,20,-117.1831,32.6859
423,Divnoye,"{'lon': 43.3547, 'lat': 45.9089}",RU,73,43.74,1023,7.47,100,43.3547,45.9089
424,Sennar,"{'lon': 33.5672, 'lat': 13.5691}",SD,33,84.94,1007,4.88,40,33.5672,13.5691
425,Batagay,"{'lon': 134.6333, 'lat': 67.6333}",RU,92,11.44,1001,0.4,94,134.6333,67.6333
426,Maracaí,"{'lon': -50.6672, 'lat': -22.6106}",BR,96,65.03,1016,1.57,94,-50.6672,-22.6106
427,Santiago,"{'lon': -70.6483, 'lat': -33.4569}",CL,31,72.55,1017,12.66,0,-70.6483,-33.4569
428,Eureka,"{'lon': -124.1637, 'lat': 40.8021}",US,78,56.25,995,7.0,100,-124.1637,40.8021
429,Moose Factory,"{'lon': -80.6094, 'lat': 51.2585}",CA,93,37.38,1023,5.75,90,-80.6094,51.2585
430,Qūchān,"{'lon': 58.5095, 'lat': 37.106}",IR,53,45.3,1018,3.74,100,58.5095,37.106
431,Kyra,"{'lon': 111.9753, 'lat': 49.5776}",RU,50,40.17,1019,6.38,58,111.9753,49.5776
432,Atar,"{'lon': -13.0499, 'lat': 20.5169}",MR,20,84.2,1014,5.82,77,-13.0499,20.5169
433,Afşin,"{'lon': 36.914, 'lat': 38.2477}",TR,44,45.46,1018,3.51,8,36.914,38.2477
434,Labuhan,"{'lon': 112.2051, 'lat': -6.8844}",ID,62,86.47,1011,6.24,68,112.2051,-6.8844
435,Pinawa,"{'lon': -95.8811, 'lat': 50.1489}",CA,74,33.73,1022,4.72,4,-95.8811,50.1489
436,Cortez,"{'lon': -108.5859, 'lat': 37.3489}",US,57,52.93,1018,6.91,1,-108.5859,37.3489
437,Abu Dhabi,"{'lon': 54.3667, 'lat': 24.4667}",AE,88,77.11,1011,3.44,0,54.3667,24.4667
438,Beringovskiy,"{'lon': 179.3167, 'lat': 63.05}",RU,79,10.92,1007,6.04,18,179.3167,63.05
439,Ahipara,"{'lon': 173.1667, 'lat': -35.1667}",NZ,70,66.11,1016,7.05,9,173.1667,-35.1667
440,Careiro da Várzea,"{'lon': -59.8119, 'lat': -3.2003}",BR,85,83.01,1011,4.38,100,-59.8119,-3.2003
441,Tezu,"{'lon': 96.1667, 'lat': 27.9167}",IN,71,74.41,1015,1.1,51,96.1667,27.9167
442,Avallon,"{'lon': 3.9, 'lat': 47.4833}",FR,81,44.64,1022,5.01,7,3.9,47.4833
443,Lata,"{'lon': -8.3327, 'lat': 40.1629}",PT,78,58.82,1023,2.55,3,-8.3327,40.1629
444,Karpogory,"{'lon': 44.4451, 'lat': 64.0019}",RU,94,21.87,1013,10.45,81,44.4451,64.0019
445,Amapá,"{'lon': -52, 'lat': 1}",BR,99,72.28,1013,1.3,54,-52.0,1.0
446,Raudeberg,"{'lon': 5.1352, 'lat': 61.9875}",NO,93,50.86,1002,8.01,100,5.1352,61.9875
447,Biri,"{'lon': 124.3636, 'lat': 12.6833}",PH,78,82.6,1011,7.63,99,124.3636,12.6833
448,Buluang,"{'lon': 123.3425, 'lat': 13.3068}",PH,68,86.23,1011,0.4,92,123.3425,13.3068
449,Buta,"{'lon': 24.73, 'lat': 2.7858}",CD,100,69.3,1012,2.24,100,24.73,2.7858
450,Rossland,"{'lon': -117.8022, 'lat': 49.0831}",CA,90,43.61,993,4.38,100,-117.8022,49.0831
451,Bumbuna,"{'lon': -11.7333, 'lat': 9.05}",SL,100,71.49,1014,1.68,80,-11.7333,9.05
452,Mnogovershinnyy,"{'lon': 139.9242, 'lat': 53.9353}",RU,75,40.03,1011,5.37,29,139.9242,53.9353
453,Montrose,"{'lon': -108.2673, 'lat': 38.4166}",US,52,45.81,1013,8.88,59,-108.2673,38.4166
454,Soloneshnoye,"{'lon': 84.3197, 'lat': 51.6544}",RU,70,42.21,1025,4.54,46,84.3197,51.6544
455,Kingaroy,"{'lon': 151.8333, 'lat': -26.5333}",AU,47,80.64,1017,6.91,40,151.8333,-26.5333
456,Talaya,"{'lon': 152.75, 'lat': 61.3833}",RU,80,22.48,1003,9.48,95,152.75,61.3833
457,Lompoc,"{'lon': -120.4579, 'lat': 34.6391}",US,92,64.02,1012,4.61,90,-120.4579,34.6391
458,Miraflores,"{'lon': -98.8083, 'lat': 19.2167}",MX,87,61.45,1018,1.45,94,-98.8083,19.2167
459,Severnyy,"{'lon': 36.5532, 'lat': 50.677}",RU,65,37.44,1027,4.47,0,36.5532,50.677
460,Phan Thiet,"{'lon': 108.1, 'lat': 10.9333}",VN,76,82.35,1011,0.09,100,108.1,10.9333
461,Harper,"{'lon': -7.7169, 'lat': 4.375}",LR,83,77.36,1013,7.43,100,-7.7169,4.375
462,Rio Grande,"{'lon': -52.0986, 'lat': -32.035}",BR,71,50.95,1018,8.88,0,-52.0986,-32.035
463,Khorramshahr,"{'lon': 48.1664, 'lat': 30.4397}",IR,37,71.56,1012,4.61,0,48.1664,30.4397
464,Tuatapere,"{'lon': 167.6833, 'lat': -46.1333}",NZ,86,62.4,1012,4.65,100,167.6833,-46.1333
465,Praia,"{'lon': -23.5087, 'lat': 14.9215}",CV,73,77.54,1016,13.8,20,-23.5087,14.9215
